1,3.84,Current,Percentage,,,,100,3.84
54179,3.18,65.8,25.31,,,,25.31,3.18
54180,3.18,66.3,25.31,,,,25.3,3.18
54181,3.18,66.2,25.3,,,,25.3,3.18
54182,3.18,66.1,25.3,,,,25.3,3.18
54183,3.18,65.7,25.3,,,,25.3,3.18
54184,3.18,66.1,25.3,,,,25.3,3.18
54185,3.18,65.9,25.3,,,,25.3,3.18
54186,3.18,65.6,25.3,,,,25.3,3.18
54187,3.18,65.7,25.3,,,,25.29,3.18
54188,3.18,65.5,25.29,,,,25.29,3.18
54189,3.18,65.6,25.29,,,,25.29,3.18
54190,3.18,65.8,25.29,,,,25.29,3.18
54191,3.18,65.3,25.29,,,,25.29,3.18
54192,3.18,65.7,25.29,,,,25.29,3.18
54193,3.18,65.6,25.29,,,,25.29,3.18
54194,3.18,65.6,25.29,,,,25.29,3.18
54195,3.18,65.3,25.29,,,,25.28,3.18
54196,3.18,66.2,25.28,,,,25.28,3.18
54197,3.18,65.8,25.28,,,,25.28,3.18
54198,3.18,65.6,25.28,,,,25.28,3.18
54199,3.18,65.4,25.28,,,,25.28,3.18
54200,3.18,65.7,25.28,,,,25.28,3.18
54201,3.18,65.8,25.28,,,,25.28,3.18
54202,3.18,65.6,25.28,,,,25.27,3.18
54203,3.18,65.6,25.27,,,,25.27,3.18
54204,3.18,66.1,25.27,,,,25.27,3.18
54205,3.18,65.6,25.27,,,,25.27,3.18
54206,3.18,66.2,25.27,,,,25.27,3.18
54207,3.18,66.1,25.27,,,,25.27,3.18
54208,3.18,65.9,25.27,,,,25.27,3.18
54209,3.18,65.8,25.27,,,,25.26,3.18
54210,3.18,66.1,25.26,,,,25.26,3.18
54211,3.18,66.3,25.26,,,,25.26,3.18
54212,3.18,65.8,25.26,,,,25.26,3.18
54213,3.18,65.9,25.26,,,,25.26,3.18
54214,3.18,66,25.26,,,,25.26,3.18
54215,3.18,65.5,25.26,,,,25.26,3.18
54216,3.18,66.2,25.26,,,,25.25,3.18
54217,3.18,65.7,25.25,,,,25.25,3.18
54218,3.18,65.6,25.25,,,,25.25,3.18
54219,3.18,65.3,25.25,,,,25.25,3.18
54220,3.18,66.4,25.25,,,,25.25,3.18
54221,3.18,66.1,25.25,,,,25.25,3.18
54222,3.18,65.5,25.25,,,,25.25,3.18
54223,3.18,66.4,25.25,,,,25.25,3.18
54224,3.18,65.6,25.25,,,,25.24,3.18
54225,3.18,65.5,25.24,,,,25.24,3.18
54226,3.18,65.4,25.24,,,,25.24,3.18
54227,3.18,65.6,25.24,,,,25.24,3.18
54228,3.18,65.9,25.24,,,,25.24,3.18
54229,3.18,65.5,25.24,,,,25.24,3.18
54230,3.18,66.1,25.24,,,,25.24,3.18
54231,3.18,66.2,25.24,,,,25.23,3.18
54232,3.18,65.8,25.23,,,,25.23,3.18
54233,3.18,65.7,25.23,,,,25.23,3.18
54234,3.18,65.4,25.23,,,,25.23,3.18
54235,3.18,65.8,25.23,,,,25.23,3.18
54236,3.18,65.6,25.23,,,,25.23,3.18
54237,3.18,65.8,25.23,,,,25.23,3.18
54238,3.18,65.7,25.23,,,,25.22,3.18
54239,3.18,66.1,25.22,,,,25.22,3.18
54240,3.18,65.7,25.22,,,,25.22,3.18
54241,3.18,65.8,25.22,,,,25.22,3.18
54242,3.18,65.9,25.22,,,,25.22,3.18
54243,3.18,65.9,25.22,,,,25.22,3.18
54244,3.18,65.6,25.22,,,,25.22,3.18
54245,3.18,66.2,25.22,,,,25.21,3.18
54246,3.18,65.5,25.21,,,,25.21,3.18
54247,3.18,65.7,25.21,,,,25.21,3.18
54248,3.18,66.2,25.21,,,,25.21,3.18
54249,3.18,65.7,25.21,,,,25.21,3.18
54250,3.18,66,25.21,,,,25.21,3.18
54251,3.18,65.3,25.21,,,,25.21,3.18
54252,3.18,65.6,25.21,,,,25.21,3.18
54253,3.18,65.8,25.21,,,,25.2,3.18
54254,3.18,66.3,25.2,,,,25.2,3.18
54255,3.18,65.6,25.2,,,,25.2,3.18
54256,3.18,65.8,25.2,,,,25.2,3.18
54257,3.18,65.5,25.2,,,,25.2,3.18
54258,3.18,65.6,25.2,,,,25.2,3.18
54259,3.18,66,25.2,,,,25.2,3.18
54260,3.18,65.7,25.2,,,,25.19,3.18
54261,3.18,65.9,25.19,,,,25.19,3.18
54262,3.18,65.9,25.19,,,,25.19,3.18
54263,3.18,65.6,25.19,,,,25.19,3.18
54264,3.18,66,25.19,,,,25.19,3.18
54265,3.18,65.6,25.19,,,,25.19,3.18
54266,3.18,66.1,25.19,,,,25.19,3.18
54267,3.18,65.4,25.19,,,,25.18,3.18
54268,3.18,65.8,25.18,,,,25.18,3.18
54269,3.18,65.7,25.18,,,,25.18,3.18
54270,3.18,65.5,25.18,,,,25.18,3.18
54271,3.18,66,25.18,,,,25.18,3.18
54272,3.18,66.3,25.18,,,,25.18,3.18
54273,3.18,65.4,25.18,,,,25.18,3.18
54274,3.18,66.3,25.18,,,,25.17,3.18
54275,3.18,65.5,25.17,,,,25.17,3.18
54276,3.18,65.7,25.17,,,,25.17,3.18
54277,3.18,65.5,25.17,,,,25.17,3.18
54278,3.18,65.7,25.17,,,,25.17,3.18
54279,3.18,65.9,25.17,,,,25.17,3.18
54280,3.18,66.1,25.17,,,,25.17,3.18
54281,3.18,65.5,25.17,,,,25.17,3.18
54282,3.18,66.4,25.17,,,,25.16,3.18
54283,3.18,66.5,25.16,,,,25.16,3.18
54284,3.18,65.7,25.16,,,,25.16,3.18
54285,3.18,65.8,25.16,,,,25.16,3.18
54286,3.18,65.8,25.16,,,,25.16,3.18
54287,3.18,66.3,25.16,,,,25.16,3.18
54288,3.18,65.9,25.16,,,,25.16,3.18
54289,3.18,65.6,25.16,,,,25.15,3.18
54290,3.18,65.6,25.15,,,,25.15,3.18
54291,3.18,65.5,25.15,,,,25.15,3.18
54292,3.18,65.9,25.15,,,,25.15,3.18
54293,3.18,65.5,25.15,,,,25.15,3.18
54294,3.18,66,25.15,,,,25.15,3.18
54295,3.18,65.5,25.15,,,,25.15,3.18
54296,3.18,66.2,25.15,,,,25.14,3.18
54297,3.18,65.7,25.14,,,,25.14,3.18
54298,3.18,66.5,25.14,,,,25.14,3.18
54299,3.18,65.7,25.14,,,,25.14,3.18
54300,3.18,65.6,25.14,,,,25.14,3.18
54301,3.18,65.8,25.14,,,,25.14,3.18
54302,3.18,66.2,25.14,,,,25.14,3.18
54303,3.18,65.6,25.14,,,,25.13,3.18
54304,3.18,65.7,25.13,,,,25.13,3.18
54305,3.18,65.6,25.13,,,,25.13,3.18
54306,3.18,65.8,25.13,,,,25.13,3.18
54307,3.18,65.9,25.13,,,,25.13,3.18
54308,3.18,66,25.13,,,,25.13,3.18
54309,3.18,66.3,25.13,,,,25.13,3.18
54310,3.18,65.9,25.13,,,,25.13,3.18
54311,3.18,66,25.13,,,,25.12,3.18
54312,3.18,65.8,25.12,,,,25.12,3.18
54313,3.18,65.7,25.12,,,,25.12,3.18
54314,3.18,65.7,25.12,,,,25.12,3.18
54315,3.18,65.8,25.12,,,,25.12,3.18
54316,3.18,65.7,25.12,,,,25.12,3.18
54317,3.18,65.7,25.12,,,,25.12,3.18
54318,3.18,66,25.12,,,,25.11,3.18
54319,3.18,65.6,25.11,,,,25.11,3.18
54320,3.18,65.9,25.11,,,,25.11,3.18
54321,3.18,65.8,25.11,,,,25.11,3.18
54322,3.18,65.7,25.11,,,,25.11,3.18
54323,3.18,66,25.11,,,,25.11,3.18
54324,3.18,65.5,25.11,,,,25.11,3.18
54325,3.18,66,25.11,,,,25.1,3.18
54326,3.18,65.7,25.1,,,,25.1,3.18
54327,3.18,65.5,25.1,,,,25.1,3.18
54328,3.18,65.7,25.1,,,,25.1,3.18
54329,3.18,65.6,25.1,,,,25.1,3.18
54330,3.18,65.6,25.1,,,,25.1,3.18
54331,3.18,65.7,25.1,,,,25.1,3.18
54332,3.18,65.9,25.1,,,,25.09,3.18
54333,3.18,65.8,25.09,,,,25.09,3.18
54334,3.18,66,25.09,,,,25.09,3.18
54335,3.18,66.2,25.09,,,,25.09,3.18
54336,3.18,65.6,25.09,,,,25.09,3.18
54337,3.18,65.8,25.09,,,,25.09,3.18
54338,3.18,65.5,25.09,,,,25.09,3.18
54339,3.18,65.5,25.09,,,,25.09,3.18
54340,3.18,65.7,25.09,,,,25.08,3.18
54341,3.18,65.6,25.08,,,,25.08,3.18
54342,3.18,66,25.08,,,,25.08,3.18
54343,3.18,65.5,25.08,,,,25.08,3.18
54344,3.18,66,25.08,,,,25.08,3.18
54345,3.18,65.8,25.08,,,,25.08,3.18
54346,3.18,66,25.08,,,,25.08,3.18
54347,3.18,65.6,25.08,,,,25.07,3.18
54348,3.18,65.8,25.07,,,,25.07,3.18
54349,3.18,65.8,25.07,,,,25.07,3.18
54350,3.18,66,25.07,,,,25.07,3.18
54351,3.18,65.9,25.07,,,,25.07,3.18
54352,3.18,65.7,25.07,,,,25.07,3.18
54353,3.18,65.7,25.07,,,,25.07,3.18
54354,3.18,65.9,25.07,,,,25.06,3.18
54355,3.18,65.8,25.06,,,,25.06,3.18
54356,3.18,65.8,25.06,,,,25.06,3.18
54357,3.18,65.8,25.06,,,,25.06,3.18
54358,3.18,65.9,25.06,,,,25.06,3.18
54359,3.18,65.8,25.06,,,,25.06,3.18
54360,3.18,65.7,25.06,,,,25.06,3.18
54361,3.18,66.2,25.06,,,,25.05,3.18
54362,3.18,65.8,25.05,,,,25.05,3.18
54363,3.18,65.9,25.05,,,,25.05,3.18
54364,3.18,66,25.05,,,,25.05,3.18
54365,3.18,65.9,25.05,,,,25.05,3.18
54366,3.18,65.7,25.05,,,,25.05,3.18
54367,3.18,66,25.05,,,,25.05,3.18
54368,3.18,65.9,25.05,,,,25.05,3.18
54369,3.18,66.1,25.05,,,,25.04,3.18
54370,3.18,66,25.04,,,,25.04,3.18
54371,3.18,66.2,25.04,,,,25.04,3.18
54372,3.18,65.9,25.04,,,,25.04,3.18
54373,3.18,65.7,25.04,,,,25.04,3.18
54374,3.18,66.1,25.04,,,,25.04,3.18
54375,3.18,65.8,25.04,,,,25.04,3.18
54376,3.18,65.6,25.04,,,,25.03,3.18
54377,3.18,66,25.03,,,,25.03,3.18
54378,3.18,66,25.03,,,,25.03,3.18
54379,3.18,66.1,25.03,,,,25.03,3.18
54380,3.18,65.7,25.03,,,,25.03,3.18
54381,3.18,65.9,25.03,,,,25.03,3.18
54382,3.18,65.8,25.03,,,,25.03,3.18
54383,3.18,66,25.03,,,,25.02,3.18
54384,3.18,66.2,25.02,,,,25.02,3.18
54385,3.18,65.5,25.02,,,,25.02,3.18
54386,3.18,66.4,25.02,,,,25.02,3.18
54387,3.18,66.2,25.02,,,,25.02,3.18
54388,3.18,66.1,25.02,,,,25.02,3.18
54389,3.18,66,25.02,,,,25.02,3.18
54390,3.18,65.7,25.02,,,,25.01,3.18
54391,3.18,65.7,25.01,,,,25.01,3.18
54392,3.18,65.7,25.01,,,,25.01,3.18
54393,3.18,66,25.01,,,,25.01,3.18
54394,3.18,66,25.01,,,,25.01,3.18
54395,3.18,65.9,25.01,,,,25.01,3.18
54396,3.18,65.9,25.01,,,,25.01,3.18
54397,3.18,65.9,25.01,,,,25.01,3.18
54398,3.18,65.8,25.01,,,,25,3.18
54399,3.18,66.2,25,,,,25,3.18
54400,3.18,66.2,25,,,,25,3.18
54401,3.18,65.9,25,,,,25,3.18
54402,3.18,65.9,25,,,,25,3.18
54403,3.18,65.4,25,,,,25,3.18
54404,3.18,66.1,25,,,,25,3.18
54405,3.18,65.7,25,,,,24.99,3.18
54406,3.18,65.6,24.99,,,,24.99,3.18
54407,3.18,65.8,24.99,,,,24.99,3.18
54408,3.18,66.3,24.99,,,,24.99,3.18
54409,3.18,65.8,24.99,,,,24.99,3.18
54410,3.18,66,24.99,,,,24.99,3.18
54411,3.18,66.1,24.99,,,,24.99,3.18
54412,3.18,65.4,24.99,,,,24.98,3.18
54413,3.18,66.1,24.98,,,,24.98,3.18
54414,3.18,65.8,24.98,,,,24.98,3.18
54415,3.18,66,24.98,,,,24.98,3.18
54416,3.18,65.4,24.98,,,,24.98,3.18
54417,3.18,66,24.98,,,,24.98,3.18
54418,3.18,65.9,24.98,,,,24.98,3.18
54419,3.18,66,24.98,,,,24.97,3.18
54420,3.18,66,24.97,,,,24.97,3.18
54421,3.18,65.7,24.97,,,,24.97,3.18
54422,3.18,65.9,24.97,,,,24.97,3.18
54423,3.18,66,24.97,,,,24.97,3.18
54424,3.18,65.8,24.97,,,,24.97,3.18
54425,3.18,66.5,24.97,,,,24.97,3.18
54426,3.18,65.7,24.97,,,,24.97,3.18
54427,3.18,65.7,24.97,,,,24.96,3.18
54428,3.18,65.7,24.96,,,,24.96,3.18
54429,3.18,65.6,24.96,,,,24.96,3.18
54430,3.18,66,24.96,,,,24.96,3.18
54431,3.18,65.9,24.96,,,,24.96,3.18
54432,3.18,65.8,24.96,,,,24.96,3.18
54433,3.18,65.9,24.96,,,,24.96,3.18
54434,3.18,66.2,24.96,,,,24.95,3.18
54435,3.18,65.7,24.95,,,,24.95,3.18
54436,3.18,66.4,24.95,,,,24.95,3.18
54437,3.18,65.9,24.95,,,,24.95,3.18
54438,3.18,66.1,24.95,,,,24.95,3.18
54439,3.18,65.6,24.95,,,,24.95,3.18
54440,3.18,65.7,24.95,,,,24.95,3.18
54441,3.18,65.9,24.95,,,,24.94,3.18
54442,3.18,66,24.94,,,,24.94,3.18
54443,3.18,65.7,24.94,,,,24.94,3.18
54444,3.18,65.7,24.94,,,,24.94,3.18
54445,3.18,66.3,24.94,,,,24.94,3.18
54446,3.18,66.2,24.94,,,,24.94,3.18
54447,3.18,65.7,24.94,,,,24.94,3.18
54448,3.18,65.8,24.94,,,,24.93,3.18
54449,3.18,65.8,24.93,,,,24.93,3.18
54450,3.18,66.1,24.93,,,,24.93,3.18
54451,3.18,65.7,24.93,,,,24.93,3.18
54452,3.18,65.5,24.93,,,,24.93,3.18
54453,3.18,65.8,24.93,,,,24.93,3.18
54454,3.18,66,24.93,,,,24.93,3.18
54455,3.18,65.7,24.93,,,,24.93,3.18
54456,3.18,66.1,24.93,,,,24.92,3.18
54457,3.18,66,24.92,,,,24.92,3.18
54458,3.18,66.6,24.92,,,,24.92,3.18
54459,3.18,65.7,24.92,,,,24.92,3.18
54460,3.18,66.3,24.92,,,,24.92,3.18
54461,3.18,66.1,24.92,,,,24.92,3.18
54462,3.18,65.9,24.92,,,,24.92,3.18
54463,3.18,66,24.92,,,,24.91,3.18
54464,3.18,65.8,24.91,,,,24.91,3.18
54465,3.18,66,24.91,,,,24.91,3.18
54466,3.18,66.2,24.91,,,,24.91,3.18
54467,3.18,66,24.91,,,,24.91,3.18
54468,3.18,65.6,24.91,,,,24.91,3.18
54469,3.18,65.7,24.91,,,,24.91,3.18
54470,3.18,66,24.91,,,,24.9,3.18
54471,3.18,66.1,24.9,,,,24.9,3.18
54472,3.18,66.2,24.9,,,,24.9,3.18
54473,3.18,66.1,24.9,,,,24.9,3.18
54474,3.18,65.8,24.9,,,,24.9,3.18
54475,3.18,66.3,24.9,,,,24.9,3.18
54476,3.18,65.7,24.9,,,,24.9,3.18
54477,3.18,65.9,24.9,,,,24.89,3.18
54478,3.18,66,24.89,,,,24.89,3.18
54479,3.18,65.8,24.89,,,,24.89,3.18
54480,3.18,65.7,24.89,,,,24.89,3.18
54481,3.18,65.9,24.89,,,,24.89,3.18
54482,3.18,65.7,24.89,,,,24.89,3.18
54483,3.18,65.6,24.89,,,,24.89,3.18
54484,3.18,66.3,24.89,,,,24.89,3.18
54485,3.18,66.1,24.89,,,,24.88,3.18
54486,3.18,65.9,24.88,,,,24.88,3.18
54487,3.18,65.8,24.88,,,,24.88,3.18
54488,3.18,65.5,24.88,,,,24.88,3.18
54489,3.18,66.1,24.88,,,,24.88,3.18
54490,3.18,65.7,24.88,,,,24.88,3.18
54491,3.18,65.8,24.88,,,,24.88,3.18
54492,3.18,66.2,24.88,,,,24.87,3.18
54493,3.18,65.9,24.87,,,,24.87,3.18
54494,3.18,66,24.87,,,,24.87,3.18
54495,3.18,66.1,24.87,,,,24.87,3.18
54496,3.18,65.9,24.87,,,,24.87,3.18
54497,3.18,65.7,24.87,,,,24.87,3.18
54498,3.18,65.7,24.87,,,,24.87,3.18
54499,3.18,66.4,24.87,,,,24.86,3.18
54500,3.18,66,24.86,,,,24.86,3.18
54501,3.18,65.4,24.86,,,,24.86,3.18
54502,3.18,66.2,24.86,,,,24.86,3.18
54503,3.18,65.9,24.86,,,,24.86,3.18
54504,3.18,66.2,24.86,,,,24.86,3.18
54505,3.18,65.7,24.86,,,,24.86,3.18
54506,3.18,66.2,24.86,,,,24.85,3.18
54507,3.18,65.7,24.85,,,,24.85,3.18
54508,3.18,65.9,24.85,,,,24.85,3.18
54509,3.18,65.9,24.85,,,,24.85,3.18
54510,3.18,66.3,24.85,,,,24.85,3.18
54511,3.18,65.7,24.85,,,,24.85,3.18
54512,3.18,66,24.85,,,,24.85,3.18
54513,3.18,65.7,24.85,,,,24.85,3.18
54514,3.18,65.7,24.85,,,,24.84,3.18
54515,3.18,65.9,24.84,,,,24.84,3.18
54516,3.18,65.9,24.84,,,,24.84,3.18
54517,3.18,65.9,24.84,,,,24.84,3.18
54518,3.18,65.9,24.84,,,,24.84,3.18
54519,3.18,66,24.84,,,,24.84,3.18
54520,3.18,66.1,24.84,,,,24.84,3.18
54521,3.18,66,24.84,,,,24.83,3.18
54522,3.18,65.8,24.83,,,,24.83,3.18
54523,3.18,65.8,24.83,,,,24.83,3.18
54524,3.18,65.8,24.83,,,,24.83,3.18
54525,3.18,65.9,24.83,,,,24.83,3.18
54526,3.18,66.2,24.83,,,,24.83,3.18
54527,3.18,65.7,24.83,,,,24.83,3.18
54528,3.18,66.6,24.83,,,,24.82,3.18
54529,3.18,65.9,24.82,,,,24.82,3.18
54530,3.18,66.1,24.82,,,,24.82,3.18
54531,3.18,65.9,24.82,,,,24.82,3.18
54532,3.18,66.4,24.82,,,,24.82,3.18
54533,3.18,65.8,24.82,,,,24.82,3.18
54534,3.18,65.7,24.82,,,,24.82,3.18
54535,3.18,65.7,24.82,,,,24.81,3.18
54536,3.18,66.4,24.81,,,,24.81,3.18
54537,3.18,65.7,24.81,,,,24.81,3.18
54538,3.18,66.1,24.81,,,,24.81,3.18
54539,3.18,65.7,24.81,,,,24.81,3.18
54540,3.18,66,24.81,,,,24.81,3.18
54541,3.18,65.8,24.81,,,,24.81,3.18
54542,3.18,65.8,24.81,,,,24.81,3.18
54543,3.18,65.9,24.81,,,,24.8,3.18
54544,3.18,65.8,24.8,,,,24.8,3.18
54545,3.18,65.7,24.8,,,,24.8,3.18
54546,3.18,65.9,24.8,,,,24.8,3.18
54547,3.18,66.3,24.8,,,,24.8,3.18
54548,3.18,65.8,24.8,,,,24.8,3.18
54549,3.18,65.9,24.8,,,,24.8,3.18
54550,3.18,65.7,24.8,,,,24.79,3.18
54551,3.18,66.1,24.79,,,,24.79,3.18
54552,3.18,66,24.79,,,,24.79,3.18
54553,3.18,65.8,24.79,,,,24.79,3.18
54554,3.18,65.8,24.79,,,,24.79,3.18
54555,3.18,65.8,24.79,,,,24.79,3.18
54556,3.18,66.2,24.79,,,,24.79,3.18
54557,3.18,66.3,24.79,,,,24.78,3.18
54558,3.18,65.7,24.78,,,,24.78,3.18
54559,3.18,65.7,24.78,,,,24.78,3.18
54560,3.18,65.8,24.78,,,,24.78,3.18
54561,3.18,66.2,24.78,,,,24.78,3.18
54562,3.18,65.7,24.78,,,,24.78,3.18
54563,3.18,66.2,24.78,,,,24.78,3.18
54564,3.18,65.7,24.78,,,,24.77,3.18
54565,3.18,65.9,24.77,,,,24.77,3.18
54566,3.18,65.7,24.77,,,,24.77,3.18
54567,3.18,65.8,24.77,,,,24.77,3.18
54568,3.18,66,24.77,,,,24.77,3.18
54569,3.18,65.9,24.77,,,,24.77,3.18
54570,3.18,65.7,24.77,,,,24.77,3.18
54571,3.18,65.5,24.77,,,,24.77,3.18
54572,3.18,66.2,24.77,,,,24.76,3.18
54573,3.18,65.8,24.76,,,,24.76,3.18
54574,3.18,65.6,24.76,,,,24.76,3.18
54575,3.18,66.3,24.76,,,,24.76,3.18
54576,3.18,65.8,24.76,,,,24.76,3.18
54577,3.18,65.8,24.76,,,,24.76,3.18
54578,3.18,65.8,24.76,,,,24.76,3.18
54579,3.18,65.7,24.76,,,,24.75,3.18
54580,3.18,65.7,24.75,,,,24.75,3.18
54581,3.18,65.5,24.75,,,,24.75,3.18
54582,3.18,66.1,24.75,,,,24.75,3.18
54583,3.18,65.6,24.75,,,,24.75,3.18
54584,3.18,66.2,24.75,,,,24.75,3.18
54585,3.18,66.4,24.75,,,,24.75,3.18
54586,3.18,66.3,24.75,,,,24.74,3.18
54587,3.18,66.1,24.74,,,,24.74,3.18
54588,3.18,65.7,24.74,,,,24.74,3.18
54589,3.18,65.9,24.74,,,,24.74,3.18
54590,3.18,65.8,24.74,,,,24.74,3.18
54591,3.18,65.9,24.74,,,,24.74,3.18
54592,3.18,65.7,24.74,,,,24.74,3.18
54593,3.18,66.1,24.74,,,,24.73,3.18
54594,3.18,65.6,24.73,,,,24.73,3.18
54595,3.18,65.9,24.73,,,,24.73,3.18
54596,3.18,65.7,24.73,,,,24.73,3.18
54597,3.18,65.5,24.73,,,,24.73,3.18
54598,3.18,65.6,24.73,,,,24.73,3.18
54599,3.18,65.6,24.73,,,,24.73,3.18
54600,3.18,65.8,24.73,,,,24.73,3.18
54601,3.18,65.5,24.73,,,,24.72,3.18
54602,3.18,65.8,24.72,,,,24.72,3.18
54603,3.18,65.9,24.72,,,,24.72,3.18
54604,3.18,65.8,24.72,,,,24.72,3.18
54605,3.18,65.7,24.72,,,,24.72,3.18
54606,3.18,65.4,24.72,,,,24.72,3.18
54607,3.18,65.9,24.72,,,,24.72,3.18
54608,3.18,65.9,24.72,,,,24.71,3.18
54609,3.18,65.6,24.71,,,,24.71,3.18
54610,3.18,65.9,24.71,,,,24.71,3.18
54611,3.18,65.8,24.71,,,,24.71,3.18
54612,3.18,65.5,24.71,,,,24.71,3.18
54613,3.18,65.7,24.71,,,,24.71,3.18
54614,3.18,66.2,24.71,,,,24.71,3.18
54615,3.18,65.9,24.71,,,,24.7,3.18
54616,3.18,66,24.7,,,,24.7,3.18
54617,3.18,65.7,24.7,,,,24.7,3.18
54618,3.18,65.6,24.7,,,,24.7,3.18
54619,3.18,65.7,24.7,,,,24.7,3.18
54620,3.18,65.6,24.7,,,,24.7,3.18
54621,3.18,66.1,24.7,,,,24.7,3.18
54622,3.18,65.7,24.7,,,,24.69,3.18
54623,3.18,66,24.69,,,,24.69,3.18
54624,3.18,65.8,24.69,,,,24.69,3.18
54625,3.18,65.9,24.69,,,,24.69,3.18
54626,3.18,65.6,24.69,,,,24.69,3.18
54627,3.18,65.5,24.69,,,,24.69,3.18
54628,3.18,66.1,24.69,,,,24.69,3.18
54629,3.18,66.1,24.69,,,,24.69,3.18
54630,3.18,66.1,24.69,,,,24.68,3.18
54631,3.18,65.7,24.68,,,,24.68,3.18
54632,3.18,65.8,24.68,,,,24.68,3.18
54633,3.18,65.9,24.68,,,,24.68,3.18
54634,3.18,66.1,24.68,,,,24.68,3.18
54635,3.18,65.6,24.68,,,,24.68,3.18
54636,3.18,66.1,24.68,,,,24.68,3.18
54637,3.18,65.8,24.68,,,,24.67,3.18
54638,3.18,65.6,24.67,,,,24.67,3.18
54639,3.18,65.7,24.67,,,,24.67,3.18
54640,3.18,66,24.67,,,,24.67,3.18
54641,3.18,65.7,24.67,,,,24.67,3.18
54642,3.18,65.5,24.67,,,,24.67,3.18
54643,3.18,66,24.67,,,,24.67,3.18
54644,3.18,65.5,24.67,,,,24.66,3.18
54645,3.18,65.7,24.66,,,,24.66,3.18
54646,3.18,65.9,24.66,,,,24.66,3.18
54647,3.18,65.5,24.66,,,,24.66,3.18
54648,3.18,65.5,24.66,,,,24.66,3.18
54649,3.18,65.8,24.66,,,,24.66,3.18
54650,3.18,65.6,24.66,,,,24.66,3.18
54651,3.18,65.7,24.66,,,,24.65,3.18
54652,3.18,66,24.65,,,,24.65,3.18
54653,3.18,65.7,24.65,,,,24.65,3.18
54654,3.18,65.7,24.65,,,,24.65,3.18
54655,3.18,66,24.65,,,,24.65,3.18
54656,3.18,65.5,24.65,,,,24.65,3.18
54657,3.18,65.7,24.65,,,,24.65,3.18
54658,3.18,65.8,24.65,,,,24.65,3.18
54659,3.18,65.6,24.65,,,,24.64,3.18
54660,3.18,65.9,24.64,,,,24.64,3.18
54661,3.18,65.4,24.64,,,,24.64,3.18
54662,3.18,65.6,24.64,,,,24.64,3.18
54663,3.18,65.6,24.64,,,,24.64,3.18
54664,3.18,65.6,24.64,,,,24.64,3.18
54665,3.18,66,24.64,,,,24.64,3.18
54666,3.18,65.7,24.64,,,,24.63,3.18
54667,3.18,65.7,24.63,,,,24.63,3.18
54668,3.18,65.8,24.63,,,,24.63,3.18
54669,3.18,65.7,24.63,,,,24.63,3.18
54670,3.18,65.9,24.63,,,,24.63,3.18
54671,3.18,65.5,24.63,,,,24.63,3.18
54672,3.18,65.5,24.63,,,,24.63,3.18
54673,3.18,65.7,24.63,,,,24.62,3.18
54674,3.18,65.9,24.62,,,,24.62,3.18
54675,3.18,65.7,24.62,,,,24.62,3.18
54676,3.18,65.5,24.62,,,,24.62,3.18
54677,3.18,65.6,24.62,,,,24.62,3.18
54678,3.18,65.8,24.62,,,,24.62,3.18
54679,3.18,66.2,24.62,,,,24.62,3.18
54680,3.18,65.9,24.62,,,,24.62,3.18
54681,3.18,65.8,24.62,,,,24.61,3.18
54682,3.18,65.7,24.61,,,,24.61,3.18
54683,3.18,65.8,24.61,,,,24.61,3.18
54684,3.18,65.6,24.61,,,,24.61,3.18
54685,3.18,66,24.61,,,,24.61,3.18
54686,3.18,65.7,24.61,,,,24.61,3.18
54687,3.18,65.7,24.61,,,,24.61,3.18
54688,3.18,65.7,24.61,,,,24.6,3.18
54689,3.18,65.7,24.6,,,,24.6,3.18
54690,3.18,66.1,24.6,,,,24.6,3.18
54691,3.18,65.6,24.6,,,,24.6,3.18
54692,3.18,65.7,24.6,,,,24.6,3.18
54693,3.18,65.9,24.6,,,,24.6,3.18
54694,3.18,65.6,24.6,,,,24.6,3.18
54695,3.18,65.9,24.6,,,,24.59,3.18
54696,3.18,65.4,24.59,,,,24.59,3.18
54697,3.18,65.5,24.59,,,,24.59,3.18
54698,3.18,66.1,24.59,,,,24.59,3.18
54699,3.18,65.6,24.59,,,,24.59,3.18
54700,3.18,65.6,24.59,,,,24.59,3.18
54701,3.18,65.5,24.59,,,,24.59,3.18
54702,3.18,66.1,24.59,,,,24.58,3.18
54703,3.18,65.6,24.58,,,,24.58,3.18
54704,3.18,65.7,24.58,,,,24.58,3.18
54705,3.18,65.9,24.58,,,,24.58,3.18
54706,3.18,65.5,24.58,,,,24.58,3.18
54707,3.18,65.7,24.58,,,,24.58,3.18
54708,3.18,65.8,24.58,,,,24.58,3.18
54709,3.18,65.8,24.58,,,,24.58,3.18
54710,3.18,65.7,24.58,,,,24.57,3.18
54711,3.18,65.7,24.57,,,,24.57,3.18
54712,3.18,66.1,24.57,,,,24.57,3.18
54713,3.18,65.8,24.57,,,,24.57,3.18
54714,3.18,65.7,24.57,,,,24.57,3.18
54715,3.18,65.7,24.57,,,,24.57,3.18
54716,3.18,65.7,24.57,,,,24.57,3.18
54717,3.18,65.9,24.57,,,,24.56,3.18
54718,3.18,65.7,24.56,,,,24.56,3.18
54719,3.18,65.4,24.56,,,,24.56,3.18
54720,3.18,65.8,24.56,,,,24.56,3.18
