1,3.84,Current,Percentage,,,,100,3.84
4832,3.27,65.7,93.34,,,,93.34,3.27
4833,3.27,65.3,93.34,,,,93.34,3.27
4834,3.27,65.8,93.34,,,,93.34,3.27
4835,3.27,65.9,93.34,,,,93.34,3.27
4836,3.27,66.3,93.34,,,,93.33,3.27
4837,3.27,65.7,93.33,,,,93.33,3.27
4838,3.27,65.9,93.33,,,,93.33,3.27
4839,3.27,65.7,93.33,,,,93.33,3.27
4840,3.27,65.4,93.33,,,,93.33,3.27
4841,3.27,66,93.33,,,,93.33,3.27
4842,3.27,65.6,93.33,,,,93.33,3.27
4843,3.27,65.6,93.33,,,,93.32,3.27
4844,3.27,65.7,93.32,,,,93.32,3.27
4845,3.27,66,93.32,,,,93.32,3.27
4846,3.27,65.8,93.32,,,,93.32,3.27
4847,3.27,65.8,93.32,,,,93.32,3.27
4848,3.27,65.6,93.32,,,,93.32,3.27
4849,3.27,65.9,93.32,,,,93.32,3.27
4850,3.27,66.2,93.32,,,,93.31,3.27
4851,3.27,65.9,93.31,,,,93.31,3.27
4852,3.27,65.6,93.31,,,,93.31,3.27
4853,3.27,66,93.31,,,,93.31,3.27
4854,3.27,65.7,93.31,,,,93.31,3.27
4855,3.27,65.6,93.31,,,,93.31,3.27
4856,3.27,65.9,93.31,,,,93.31,3.27
4857,3.27,65.4,93.31,,,,93.31,3.27
4858,3.27,66.2,93.31,,,,93.3,3.27
4859,3.27,65.9,93.3,,,,93.3,3.27
4860,3.27,66,93.3,,,,93.3,3.27
4861,3.27,65.8,93.3,,,,93.3,3.27
4862,3.27,65.6,93.3,,,,93.3,3.27
4863,3.27,66.2,93.3,,,,93.3,3.27
4864,3.27,65.8,93.3,,,,93.3,3.27
4865,3.27,65.7,93.3,,,,93.29,3.27
4866,3.27,65.6,93.29,,,,93.29,3.27
4867,3.27,66,93.29,,,,93.29,3.27
4868,3.27,65.8,93.29,,,,93.29,3.27
4869,3.27,65.9,93.29,,,,93.29,3.27
4870,3.27,65.9,93.29,,,,93.29,3.27
4871,3.27,65.5,93.29,,,,93.29,3.27
4872,3.27,66.1,93.29,,,,93.28,3.27
4873,3.27,65.5,93.28,,,,93.28,3.27
4874,3.27,66,93.28,,,,93.28,3.27
4875,3.27,65.6,93.28,,,,93.28,3.27
4876,3.27,66.2,93.28,,,,93.28,3.27
4877,3.27,65.8,93.28,,,,93.28,3.27
4878,3.27,65.7,93.28,,,,93.28,3.27
4879,3.27,65.3,93.28,,,,93.27,3.27
4880,3.27,65.7,93.27,,,,93.27,3.27
4881,3.27,66.5,93.27,,,,93.27,3.27
4882,3.27,65.5,93.27,,,,93.27,3.27
4883,3.27,66.2,93.27,,,,93.27,3.27
4884,3.27,65.7,93.27,,,,93.27,3.27
4885,3.27,66.3,93.27,,,,93.27,3.27
4886,3.27,65.8,93.27,,,,93.27,3.27
4887,3.27,65.9,93.27,,,,93.26,3.27
4888,3.27,65.5,93.26,,,,93.26,3.27
4889,3.27,66.3,93.26,,,,93.26,3.27
4890,3.27,66.2,93.26,,,,93.26,3.27
4891,3.27,65.7,93.26,,,,93.26,3.27
4892,3.27,66.4,93.26,,,,93.26,3.27
4893,3.27,65.7,93.26,,,,93.26,3.27
4894,3.27,66.3,93.26,,,,93.25,3.27
4895,3.27,65.9,93.25,,,,93.25,3.27
4896,3.27,65.8,93.25,,,,93.25,3.27
4897,3.27,65.7,93.25,,,,93.25,3.27
4898,3.27,65.7,93.25,,,,93.25,3.27
4899,3.27,66.2,93.25,,,,93.25,3.27
4900,3.27,65.9,93.25,,,,93.25,3.27
4901,3.27,66.1,93.25,,,,93.24,3.27
4902,3.27,66,93.24,,,,93.24,3.27
4903,3.27,65.6,93.24,,,,93.24,3.27
4904,3.27,65.5,93.24,,,,93.24,3.27
4905,3.27,65.6,93.24,,,,93.24,3.27
4906,3.27,65.7,93.24,,,,93.24,3.27
4907,3.27,65.8,93.24,,,,93.24,3.27
4908,3.27,65.7,93.24,,,,93.23,3.27
4909,3.27,66.2,93.23,,,,93.23,3.27
4910,3.27,65.7,93.23,,,,93.23,3.27
4911,3.27,65.7,93.23,,,,93.23,3.27
4912,3.27,65.5,93.23,,,,93.23,3.27
4913,3.27,66.1,93.23,,,,93.23,3.27
4914,3.27,66.1,93.23,,,,93.23,3.27
4915,3.27,66.1,93.23,,,,93.23,3.27
4916,3.27,65.6,93.23,,,,93.22,3.27
4917,3.27,66.3,93.22,,,,93.22,3.27
4918,3.27,65.3,93.22,,,,93.22,3.27
4919,3.27,66.7,93.22,,,,93.22,3.27
4920,3.27,65.9,93.22,,,,93.22,3.27
4921,3.27,65.8,93.22,,,,93.22,3.27
4922,3.27,65.5,93.22,,,,93.22,3.27
4923,3.27,66.2,93.22,,,,93.21,3.27
4924,3.27,65.6,93.21,,,,93.21,3.27
4925,3.27,65.8,93.21,,,,93.21,3.27
4926,3.27,65.4,93.21,,,,93.21,3.27
4927,3.27,66,93.21,,,,93.21,3.27
4928,3.27,65.9,93.21,,,,93.21,3.27
4929,3.27,65.9,93.21,,,,93.21,3.27
4930,3.27,66,93.21,,,,93.2,3.27
4931,3.27,66.6,93.2,,,,93.2,3.27
4932,3.27,66.3,93.2,,,,93.2,3.27
4933,3.27,65.9,93.2,,,,93.2,3.27
4934,3.27,65.8,93.2,,,,93.2,3.27
4935,3.27,66.3,93.2,,,,93.2,3.27
4936,3.27,65.7,93.2,,,,93.2,3.27
4937,3.27,66.2,93.2,,,,93.19,3.27
4938,3.27,65.7,93.19,,,,93.19,3.27
4939,3.27,66.1,93.19,,,,93.19,3.27
4940,3.27,65.4,93.19,,,,93.19,3.27
4941,3.27,65.5,93.19,,,,93.19,3.27
4942,3.27,66.5,93.19,,,,93.19,3.27
4943,3.27,66.3,93.19,,,,93.19,3.27
4944,3.27,65.8,93.19,,,,93.19,3.27
4945,3.27,65.9,93.19,,,,93.18,3.27
4946,3.27,65.5,93.18,,,,93.18,3.27
4947,3.27,66.2,93.18,,,,93.18,3.27
4948,3.27,65.8,93.18,,,,93.18,3.27
4949,3.27,66,93.18,,,,93.18,3.27
4950,3.27,66.2,93.18,,,,93.18,3.27
4951,3.27,65.9,93.18,,,,93.18,3.27
4952,3.27,65.8,93.18,,,,93.17,3.27
4953,3.27,65.5,93.17,,,,93.17,3.27
4954,3.27,65.7,93.17,,,,93.17,3.27
4955,3.27,65.5,93.17,,,,93.17,3.27
4956,3.27,66.2,93.17,,,,93.17,3.27
4957,3.27,65.9,93.17,,,,93.17,3.27
4958,3.27,66.2,93.17,,,,93.17,3.27
4959,3.27,66.2,93.17,,,,93.16,3.27
4960,3.27,66.1,93.16,,,,93.16,3.27
4961,3.27,65.3,93.16,,,,93.16,3.27
4962,3.27,65.8,93.16,,,,93.16,3.27
4963,3.27,65.8,93.16,,,,93.16,3.27
4964,3.27,65.9,93.16,,,,93.16,3.27
4965,3.27,66.2,93.16,,,,93.16,3.27
4966,3.27,65.9,93.16,,,,93.15,3.27
4967,3.27,65.8,93.15,,,,93.15,3.27
4968,3.27,65.9,93.15,,,,93.15,3.27
4969,3.27,65.7,93.15,,,,93.15,3.27
4970,3.27,65.7,93.15,,,,93.15,3.27
4971,3.27,65.4,93.15,,,,93.15,3.27
4972,3.27,66.1,93.15,,,,93.15,3.27
4973,3.27,65.5,93.15,,,,93.15,3.27
4974,3.27,65.8,93.15,,,,93.14,3.27
4975,3.27,66.3,93.14,,,,93.14,3.27
4976,3.27,65.8,93.14,,,,93.14,3.27
4977,3.27,65.3,93.14,,,,93.14,3.27
4978,3.27,65.6,93.14,,,,93.14,3.27
4979,3.27,65.7,93.14,,,,93.14,3.27
4980,3.27,65.7,93.14,,,,93.14,3.27
4981,3.27,66.3,93.14,,,,93.13,3.27
4982,3.27,65.9,93.13,,,,93.13,3.27
4983,3.27,65.8,93.13,,,,93.13,3.27
4984,3.27,66,93.13,,,,93.13,3.27
4985,3.27,65.9,93.13,,,,93.13,3.27
4986,3.27,65.6,93.13,,,,93.13,3.27
4987,3.27,65.7,93.13,,,,93.13,3.27
4988,3.27,65.7,93.13,,,,93.12,3.27
4989,3.27,65.5,93.12,,,,93.12,3.27
4990,3.27,65.6,93.12,,,,93.12,3.27
4991,3.27,66,93.12,,,,93.12,3.27
4992,3.27,65.6,93.12,,,,93.12,3.27
4993,3.27,65.8,93.12,,,,93.12,3.27
4994,3.27,65.8,93.12,,,,93.12,3.27
4995,3.27,65.8,93.12,,,,93.11,3.27
4996,3.27,66,93.11,,,,93.11,3.27
4997,3.27,65.9,93.11,,,,93.11,3.27
4998,3.27,66.1,93.11,,,,93.11,3.27
4999,3.27,66.2,93.11,,,,93.11,3.27
5000,3.27,65.5,93.11,,,,93.11,3.27
5001,3.27,65.9,93.11,,,,93.11,3.27
5002,3.27,65.5,93.11,,,,93.11,3.27
5003,3.27,65.8,93.11,,,,93.1,3.27
5004,3.27,65.5,93.1,,,,93.1,3.27
5005,3.27,65.9,93.1,,,,93.1,3.27
5006,3.27,65.6,93.1,,,,93.1,3.27
5007,3.27,65.6,93.1,,,,93.1,3.27
5008,3.27,65.6,93.1,,,,93.1,3.27
5009,3.27,65.8,93.1,,,,93.1,3.27
5010,3.27,65.7,93.1,,,,93.09,3.27
5011,3.27,66.1,93.09,,,,93.09,3.27
5012,3.27,65.7,93.09,,,,93.09,3.27
5013,3.27,66.1,93.09,,,,93.09,3.27
5014,3.27,65.7,93.09,,,,93.09,3.27
5015,3.27,65.4,93.09,,,,93.09,3.27
5016,3.27,66.3,93.09,,,,93.09,3.27
5017,3.27,65.6,93.09,,,,93.08,3.27
5018,3.27,66.1,93.08,,,,93.08,3.27
5019,3.27,65.8,93.08,,,,93.08,3.27
5020,3.27,66.1,93.08,,,,93.08,3.27
5021,3.27,65.8,93.08,,,,93.08,3.27
5022,3.27,66.3,93.08,,,,93.08,3.27
5023,3.27,66,93.08,,,,93.08,3.27
5024,3.27,66,93.08,,,,93.07,3.27
5025,3.27,65.6,93.07,,,,93.07,3.27
5026,3.27,65.8,93.07,,,,93.07,3.27
5027,3.27,65.9,93.07,,,,93.07,3.27
5028,3.27,65.9,93.07,,,,93.07,3.27
5029,3.27,65.8,93.07,,,,93.07,3.27
5030,3.27,65.9,93.07,,,,93.07,3.27
5031,3.27,66.2,93.07,,,,93.07,3.27
5032,3.27,65.5,93.07,,,,93.06,3.27
5033,3.27,66.4,93.06,,,,93.06,3.27
5034,3.27,65.7,93.06,,,,93.06,3.27
5035,3.27,66.5,93.06,,,,93.06,3.27
5036,3.27,65.5,93.06,,,,93.06,3.27
5037,3.27,65.5,93.06,,,,93.06,3.27
5038,3.27,65.6,93.06,,,,93.06,3.27
5039,3.27,65.5,93.06,,,,93.05,3.27
5040,3.27,65.7,93.05,,,,93.05,3.27
5041,3.27,65.6,93.05,,,,93.05,3.27
5042,3.27,66.1,93.05,,,,93.05,3.27
5043,3.27,66,93.05,,,,93.05,3.27
5044,3.27,66,93.05,,,,93.05,3.27
5045,3.27,65.7,93.05,,,,93.05,3.27
5046,3.27,66.3,93.05,,,,93.04,3.27
5047,3.27,65.7,93.04,,,,93.04,3.27
5048,3.27,66.5,93.04,,,,93.04,3.27
5049,3.27,66.1,93.04,,,,93.04,3.27
5050,3.27,65.9,93.04,,,,93.04,3.27
5051,3.27,65.9,93.04,,,,93.04,3.27
5052,3.27,65.9,93.04,,,,93.04,3.27
5053,3.27,66.1,93.04,,,,93.03,3.27
5054,3.27,65.4,93.03,,,,93.03,3.27
5055,3.27,66.7,93.03,,,,93.03,3.27
5056,3.27,65.7,93.03,,,,93.03,3.27
5057,3.27,65.7,93.03,,,,93.03,3.27
5058,3.27,65.6,93.03,,,,93.03,3.27
5059,3.27,66,93.03,,,,93.03,3.27
5060,3.27,65.6,93.03,,,,93.03,3.27
5061,3.27,66.2,93.03,,,,93.02,3.27
5062,3.27,66.1,93.02,,,,93.02,3.27
5063,3.27,66,93.02,,,,93.02,3.27
5064,3.27,66,93.02,,,,93.02,3.27
5065,3.27,65.8,93.02,,,,93.02,3.27
5066,3.27,66.1,93.02,,,,93.02,3.27
5067,3.27,65.7,93.02,,,,93.02,3.27
5068,3.27,66.2,93.02,,,,93.01,3.27
5069,3.27,66.4,93.01,,,,93.01,3.27
5070,3.27,65.8,93.01,,,,93.01,3.27
5071,3.27,65.8,93.01,,,,93.01,3.27
5072,3.27,65.6,93.01,,,,93.01,3.27
5073,3.27,66.1,93.01,,,,93.01,3.27
5074,3.27,65.6,93.01,,,,93.01,3.27
5075,3.27,66.6,93.01,,,,93,3.27
5076,3.27,65.7,93,,,,93,3.27
5077,3.27,65.6,93,,,,93,3.27
5078,3.27,65.7,93,,,,93,3.27
5079,3.27,65.7,93,,,,93,3.27
5080,3.27,65.9,93,,,,93,3.27
5081,3.27,65.6,93,,,,93,3.27
5082,3.27,66.2,93,,,,92.99,3.27
5083,3.28,65.6,92.99,,,,92.99,3.28
5084,3.27,65.9,92.99,,,,92.99,3.27
5085,3.27,65.5,92.99,,,,92.99,3.27
5086,3.27,66.2,92.99,,,,92.99,3.27
5087,3.27,65.8,92.99,,,,92.99,3.27
5088,3.27,66.1,92.99,,,,92.99,3.27
5089,3.27,65.7,92.99,,,,92.99,3.27
5090,3.27,65.8,92.99,,,,92.98,3.27
5091,3.27,65.8,92.98,,,,92.98,3.27
5092,3.27,66.1,92.98,,,,92.98,3.27
5093,3.27,66.1,92.98,,,,92.98,3.27
5094,3.27,66,92.98,,,,92.98,3.27
5095,3.27,66.1,92.98,,,,92.98,3.27
5096,3.27,65.6,92.98,,,,92.98,3.27
5097,3.27,66.1,92.98,,,,92.97,3.27
5098,3.27,65.6,92.97,,,,92.97,3.27
5099,3.27,66.3,92.97,,,,92.97,3.27
5100,3.27,65.8,92.97,,,,92.97,3.27
5101,3.27,65.7,92.97,,,,92.97,3.27
5102,3.27,65.8,92.97,,,,92.97,3.27
5103,3.27,65.6,92.97,,,,92.97,3.27
5104,3.27,66.1,92.97,,,,92.96,3.27
5105,3.27,65.3,92.96,,,,92.96,3.27
5106,3.27,66.3,92.96,,,,92.96,3.27
5107,3.27,65.4,92.96,,,,92.96,3.27
5108,3.27,66.1,92.96,,,,92.96,3.27
5109,3.27,65.6,92.96,,,,92.96,3.27
5110,3.27,66.5,92.96,,,,92.96,3.27
5111,3.27,65.9,92.96,,,,92.95,3.27
5112,3.27,67,92.95,,,,92.95,3.27
5113,3.27,66,92.95,,,,92.95,3.27
5114,3.27,66.1,92.95,,,,92.95,3.27
5115,3.27,65.7,92.95,,,,92.95,3.27
5116,3.27,65.7,92.95,,,,92.95,3.27
5117,3.27,66.1,92.95,,,,92.95,3.27
5118,3.27,65.9,92.95,,,,92.95,3.27
5119,3.27,66.5,92.95,,,,92.94,3.27
5120,3.27,65.6,92.94,,,,92.94,3.27
5121,3.27,66.4,92.94,,,,92.94,3.27
5122,3.26,65.8,92.94,,,,92.94,3.26
5123,3.27,66.3,92.94,,,,92.94,3.27
5124,3.27,65.6,92.94,,,,92.94,3.27
5125,3.27,65.6,92.94,,,,92.94,3.27
5126,3.27,65.7,92.94,,,,92.93,3.27
5127,3.27,65.6,92.93,,,,92.93,3.27
5128,3.27,66.4,92.93,,,,92.93,3.27
5129,3.27,65.8,92.93,,,,92.93,3.27
5130,3.27,66.2,92.93,,,,92.93,3.27
5131,3.27,66,92.93,,,,92.93,3.27
5132,3.27,66.9,92.93,,,,92.93,3.27
5133,3.27,65.8,92.93,,,,92.92,3.27
5134,3.27,65.8,92.92,,,,92.92,3.27
5135,3.27,65.8,92.92,,,,92.92,3.27
5136,3.27,66,92.92,,,,92.92,3.27
5137,3.27,66.2,92.92,,,,92.92,3.27
5138,3.27,66.2,92.92,,,,92.92,3.27
5139,3.27,66.1,92.92,,,,92.92,3.27
5140,3.27,65.5,92.92,,,,92.91,3.27
5141,3.27,65.8,92.91,,,,92.91,3.27
5142,3.27,65.5,92.91,,,,92.91,3.27
5143,3.27,66.4,92.91,,,,92.91,3.27
5144,3.27,66,92.91,,,,92.91,3.27
5145,3.27,65.8,92.91,,,,92.91,3.27
5146,3.27,65.9,92.91,,,,92.91,3.27
5147,3.27,65.9,92.91,,,,92.91,3.27
5148,3.27,65.5,92.91,,,,92.9,3.27
5149,3.27,66,92.9,,,,92.9,3.27
5150,3.27,65.6,92.9,,,,92.9,3.27
5151,3.27,66.1,92.9,,,,92.9,3.27
5152,3.27,66,92.9,,,,92.9,3.27
5153,3.27,65.8,92.9,,,,92.9,3.27
5154,3.27,65.5,92.9,,,,92.9,3.27
5155,3.27,65.6,92.9,,,,92.89,3.27
5156,3.27,66.3,92.89,,,,92.89,3.27
5157,3.27,65.7,92.89,,,,92.89,3.27
5158,3.26,66,92.89,,,,92.89,3.26
5159,3.27,65.9,92.89,,,,92.89,3.27
5160,3.27,66.4,92.89,,,,92.89,3.27
5161,3.27,65.6,92.89,,,,92.89,3.27
5162,3.27,65.9,92.89,,,,92.88,3.27
5163,3.27,65.8,92.88,,,,92.88,3.27
5164,3.27,66.1,92.88,,,,92.88,3.27
5165,3.27,66.2,92.88,,,,92.88,3.27
5166,3.27,65.7,92.88,,,,92.88,3.27
5167,3.27,66,92.88,,,,92.88,3.27
5168,3.27,65.8,92.88,,,,92.88,3.27
5169,3.27,65.6,92.88,,,,92.87,3.27
5170,3.27,65.7,92.87,,,,92.87,3.27
5171,3.27,66,92.87,,,,92.87,3.27
5172,3.27,65.9,92.87,,,,92.87,3.27
5173,3.27,65.8,92.87,,,,92.87,3.27
5174,3.27,66.5,92.87,,,,92.87,3.27
5175,3.27,66,92.87,,,,92.87,3.27
5176,3.27,66.1,92.87,,,,92.87,3.27
5177,3.27,65.7,92.87,,,,92.86,3.27
5178,3.27,65.7,92.86,,,,92.86,3.27
5179,3.27,66.1,92.86,,,,92.86,3.27
5180,3.27,65.9,92.86,,,,92.86,3.27
5181,3.27,66.1,92.86,,,,92.86,3.27
5182,3.27,65.7,92.86,,,,92.86,3.27
5183,3.27,65.7,92.86,,,,92.86,3.27
5184,3.27,66,92.86,,,,92.85,3.27
5185,3.27,65.7,92.85,,,,92.85,3.27
5186,3.27,66,92.85,,,,92.85,3.27
5187,3.27,65.8,92.85,,,,92.85,3.27
5188,3.27,66.5,92.85,,,,92.85,3.27
5189,3.27,66,92.85,,,,92.85,3.27
5190,3.27,66.1,92.85,,,,92.85,3.27
5191,3.27,66,92.85,,,,92.84,3.27
5192,3.27,65.8,92.84,,,,92.84,3.27
5193,3.27,66.3,92.84,,,,92.84,3.27
5194,3.27,66,92.84,,,,92.84,3.27
5195,3.27,66.5,92.84,,,,92.84,3.27
5196,3.27,65.7,92.84,,,,92.84,3.27
5197,3.27,66.4,92.84,,,,92.84,3.27
5198,3.27,65.4,92.84,,,,92.83,3.27
5199,3.27,65.9,92.83,,,,92.83,3.27
5200,3.27,65.6,92.83,,,,92.83,3.27
5201,3.27,65.6,92.83,,,,92.83,3.27
5202,3.27,65.6,92.83,,,,92.83,3.27
5203,3.27,65.7,92.83,,,,92.83,3.27
5204,3.27,66.7,92.83,,,,92.83,3.27
5205,3.27,65.8,92.83,,,,92.83,3.27
5206,3.27,66.1,92.83,,,,92.82,3.27
5207,3.27,65.5,92.82,,,,92.82,3.27
5208,3.27,65.8,92.82,,,,92.82,3.27
5209,3.27,66.4,92.82,,,,92.82,3.27
5210,3.27,66.2,92.82,,,,92.82,3.27
5211,3.27,66.1,92.82,,,,92.82,3.27
5212,3.27,65.7,92.82,,,,92.82,3.27
5213,3.27,66.3,92.82,,,,92.81,3.27
5214,3.27,65.5,92.81,,,,92.81,3.27
5215,3.27,65.9,92.81,,,,92.81,3.27
5216,3.27,65.7,92.81,,,,92.81,3.27
5217,3.27,65.9,92.81,,,,92.81,3.27
5218,3.27,65.8,92.81,,,,92.81,3.27
5219,3.27,65.9,92.81,,,,92.81,3.27
5220,3.27,66.2,92.81,,,,92.8,3.27
5221,3.27,65.5,92.8,,,,92.8,3.27
5222,3.27,65.9,92.8,,,,92.8,3.27
5223,3.27,65.8,92.8,,,,92.8,3.27
5224,3.27,66.1,92.8,,,,92.8,3.27
5225,3.27,65.9,92.8,,,,92.8,3.27
5226,3.27,66.1,92.8,,,,92.8,3.27
5227,3.27,65.7,92.8,,,,92.8,3.27
5228,3.27,65.9,92.8,,,,92.79,3.27
5229,3.27,65.3,92.79,,,,92.79,3.27
5230,3.27,65.9,92.79,,,,92.79,3.27
5231,3.27,65.8,92.79,,,,92.79,3.27
5232,3.27,66,92.79,,,,92.79,3.27
5233,3.27,65.7,92.79,,,,92.79,3.27
5234,3.27,65.7,92.79,,,,92.79,3.27
5235,3.26,66.1,92.79,,,,92.78,3.26
5236,3.27,65.9,92.78,,,,92.78,3.27
5237,3.27,66,92.78,,,,92.78,3.27
5238,3.27,65.8,92.78,,,,92.78,3.27
5239,3.27,66,92.78,,,,92.78,3.27
5240,3.27,65.3,92.78,,,,92.78,3.27
5241,3.26,65.4,92.78,,,,92.78,3.26
5242,3.27,65.4,92.78,,,,92.77,3.27
5243,3.27,65.8,92.77,,,,92.77,3.27
5244,3.27,65.9,92.77,,,,92.77,3.27
5245,3.27,65.8,92.77,,,,92.77,3.27
5246,3.27,66.1,92.77,,,,92.77,3.27
5247,3.27,65.9,92.77,,,,92.77,3.27
5248,3.27,66.3,92.77,,,,92.77,3.27
5249,3.27,65.8,92.77,,,,92.76,3.27
5250,3.27,65.9,92.76,,,,92.76,3.27
5251,3.27,65.9,92.76,,,,92.76,3.27
5252,3.27,65.5,92.76,,,,92.76,3.27
5253,3.27,65.9,92.76,,,,92.76,3.27
5254,3.27,65.7,92.76,,,,92.76,3.27
5255,3.27,65.6,92.76,,,,92.76,3.27
5256,3.27,66.2,92.76,,,,92.76,3.27
5257,3.27,65.6,92.76,,,,92.75,3.27
5258,3.27,65.7,92.75,,,,92.75,3.27
5259,3.27,65.5,92.75,,,,92.75,3.27
5260,3.27,66.1,92.75,,,,92.75,3.27
5261,3.27,65.9,92.75,,,,92.75,3.27
5262,3.27,66,92.75,,,,92.75,3.27
5263,3.27,65.6,92.75,,,,92.75,3.27
5264,3.27,66.5,92.75,,,,92.74,3.27
5265,3.27,65.6,92.74,,,,92.74,3.27
5266,3.27,65.9,92.74,,,,92.74,3.27
5267,3.27,66.1,92.74,,,,92.74,3.27
5268,3.27,66.1,92.74,,,,92.74,3.27
5269,3.27,66,92.74,,,,92.74,3.27
5270,3.27,65.7,92.74,,,,92.74,3.27
5271,3.27,66.3,92.74,,,,92.73,3.27
5272,3.27,65.8,92.73,,,,92.73,3.27
5273,3.27,66.3,92.73,,,,92.73,3.27
5274,3.27,66,92.73,,,,92.73,3.27
5275,3.27,65.8,92.73,,,,92.73,3.27
5276,3.27,65.5,92.73,,,,92.73,3.27
5277,3.27,65.6,92.73,,,,92.73,3.27
5278,3.27,66,92.73,,,,92.72,3.27
5279,3.27,65.6,92.72,,,,92.72,3.27
5280,3.27,66.4,92.72,,,,92.72,3.27
5281,3.27,65.6,92.72,,,,92.72,3.27
5282,3.27,65.7,92.72,,,,92.72,3.27
5283,3.27,65.8,92.72,,,,92.72,3.27
5284,3.27,66.1,92.72,,,,92.72,3.27
5285,3.27,65.6,92.72,,,,92.72,3.27
5286,3.27,65.8,92.72,,,,92.71,3.27
5287,3.27,65.5,92.71,,,,92.71,3.27
5288,3.27,66.3,92.71,,,,92.71,3.27
5289,3.27,66,92.71,,,,92.71,3.27
5290,3.27,66.4,92.71,,,,92.71,3.27
5291,3.27,66.3,92.71,,,,92.71,3.27
5292,3.27,65.6,92.71,,,,92.71,3.27
5293,3.27,66.1,92.71,,,,92.7,3.27
5294,3.26,66.1,92.7,,,,92.7,3.26
5295,3.27,66,92.7,,,,92.7,3.27
5296,3.27,65.6,92.7,,,,92.7,3.27
5297,3.27,65.7,92.7,,,,92.7,3.27
5298,3.27,65.9,92.7,,,,92.7,3.27
5299,3.27,65.7,92.7,,,,92.7,3.27
5300,3.27,66.4,92.7,,,,92.69,3.27
5301,3.27,65.7,92.69,,,,92.69,3.27
5302,3.27,65.9,92.69,,,,92.69,3.27
5303,3.27,66,92.69,,,,92.69,3.27
5304,3.27,66.1,92.69,,,,92.69,3.27
5305,3.27,65.5,92.69,,,,92.69,3.27
5306,3.27,66.4,92.69,,,,92.69,3.27
5307,3.26,65.4,92.69,,,,92.68,3.26
5308,3.27,66.6,92.68,,,,92.68,3.27
5309,3.26,65.5,92.68,,,,92.68,3.26
5310,3.27,66.2,92.68,,,,92.68,3.27
5311,3.27,65.9,92.68,,,,92.68,3.27
5312,3.27,66.1,92.68,,,,92.68,3.27
5313,3.27,65.7,92.68,,,,92.68,3.27
5314,3.27,65.9,92.68,,,,92.68,3.27
5315,3.27,66.2,92.68,,,,92.67,3.27
5316,3.27,65.8,92.67,,,,92.67,3.27
5317,3.27,66.3,92.67,,,,92.67,3.27
5318,3.27,65.9,92.67,,,,92.67,3.27
5319,3.27,65.9,92.67,,,,92.67,3.27
5320,3.27,66.4,92.67,,,,92.67,3.27
5321,3.27,66,92.67,,,,92.67,3.27
5322,3.27,65.8,92.67,,,,92.66,3.27
5323,3.27,65.6,92.66,,,,92.66,3.27
5324,3.27,65.9,92.66,,,,92.66,3.27
5325,3.27,65.8,92.66,,,,92.66,3.27
5326,3.27,65.7,92.66,,,,92.66,3.27
5327,3.27,65.6,92.66,,,,92.66,3.27
5328,3.27,66.8,92.66,,,,92.66,3.27
5329,3.27,65.7,92.66,,,,92.65,3.27
5330,3.27,66.1,92.65,,,,92.65,3.27
5331,3.27,65.9,92.65,,,,92.65,3.27
5332,3.27,65.9,92.65,,,,92.65,3.27
5333,3.27,66.4,92.65,,,,92.65,3.27
5334,3.27,65.8,92.65,,,,92.65,3.27
5335,3.27,65.9,92.65,,,,92.65,3.27
5336,3.27,65.7,92.65,,,,92.64,3.27
5337,3.27,65.7,92.64,,,,92.64,3.27
5338,3.27,65.8,92.64,,,,92.64,3.27
5339,3.27,66,92.64,,,,92.64,3.27
5340,3.27,65.6,92.64,,,,92.64,3.27
5341,3.27,66.5,92.64,,,,92.64,3.27
5342,3.27,65.7,92.64,,,,92.64,3.27
5343,3.27,66.5,92.64,,,,92.64,3.27
5344,3.27,65.7,92.64,,,,92.63,3.27
5345,3.27,66.4,92.63,,,,92.63,3.27
5346,3.27,66.1,92.63,,,,92.63,3.27
5347,3.27,65.8,92.63,,,,92.63,3.27
5348,3.27,66.3,92.63,,,,92.63,3.27
5349,3.27,66.2,92.63,,,,92.63,3.27
5350,3.27,65.8,92.63,,,,92.63,3.27
5351,3.27,66.1,92.63,,,,92.62,3.27
5352,3.27,66.1,92.62,,,,92.62,3.27
5353,3.27,65.9,92.62,,,,92.62,3.27
5354,3.27,66.2,92.62,,,,92.62,3.27
5355,3.27,66.3,92.62,,,,92.62,3.27
5356,3.27,66,92.62,,,,92.62,3.27
5357,3.27,66.2,92.62,,,,92.62,3.27
5358,3.27,65.7,92.62,,,,92.61,3.27
5359,3.27,65.9,92.61,,,,92.61,3.27
5360,3.27,66.2,92.61,,,,92.61,3.27
5361,3.27,66.1,92.61,,,,92.61,3.27
5362,3.27,65.7,92.61,,,,92.61,3.27
5363,3.27,65.8,92.61,,,,92.61,3.27
5364,3.27,66,92.61,,,,92.61,3.27
5365,3.26,65.9,92.61,,,,92.6,3.26
5366,3.27,66.2,92.6,,,,92.6,3.27
5367,3.27,65.8,92.6,,,,92.6,3.27
5368,3.27,65.9,92.6,,,,92.6,3.27
5369,3.27,66,92.6,,,,92.6,3.27
5370,3.27,65.7,92.6,,,,92.6,3.27
5371,3.27,65.9,92.6,,,,92.6,3.27
5372,3.27,65.8,92.6,,,,92.6,3.27
5373,3.27,66.1,92.6,,,,92.59,3.27
